# THE MEDIA LIBRARY, ONE ROW PER FILE
#
# Generated by tools/media.py. Every column but the last is computed from the
# file, so nothing in it can quietly drift; tools/check.py C21 fails when it
# does. The caption is the one column written by hand, and it is carried over
# whenever this file is regenerated.
#
# Rebuild after adding or removing media:   python3 tools/media.py scan
# Check without rewriting anything:         python3 tools/media.py verify
#
#   path      relative to the top of the repository
#   kind      photo, image, video, document or model
#   bytes     size on disk
#   pixels    WIDTHxHEIGHT as stored, before any EXIF rotation is applied
#   captured  local time the shutter opened, or the recording started.
#             Blank where a file was made rather than shot.
#   made      local time THIS version was written, where that differs from the
#             capture: a photograph marked up afterwards, or an export that
#             carries no capture time at all. Blank when the two agree, which
#             is the normal case. It is here because the file name's tHHMM
#             token may follow either one, and C23 has to be able to tell a
#             real timestamp from an invented one.
#             Where a token-bearing file has no timestamp inside it at all, as
#             the PNG exports do, this was recovered once from the modification
#             time and is preserved verbatim from then on: a clone resets
#             mtimes, so reading it twice would give two different answers.
#   sha256    of the file as it stands. This is the integrity baseline.
#   caption   what the file shows, in one line.
#
# What is NOT here, and where it lives instead:
#   00_inbox/          untracked staging, nothing filed yet
#   01_survey/         the deliverable, whose freshness is 01_survey/DERIVED.txt
#   qr-survey.*        regenerated from the published URL, see MAINTENANCE.md
#   CONTACT-SHEET.jpg  generated from these rows, so listing it here would make
#                      the manifest describe its own output
path	kind	bytes	pixels	captured	made	sha256	caption
04_plant-room/01_photosphere-216deg_t1626.jpg	photo	5012889	9288x4196	2026-09-06 16:26:48		ec56187be2d149b65109b72f712db8e255d32c307b8a2f6b31c68ab6660edcfc	Phone photosphere, 9288x4196 out of a 15492x7746 sphere, covering 216 degrees from one optical centre. The best single record of the room, and the source every panorama is reprojected from.
04_plant-room/02_control-wall-and-panel_t1635.jpg	photo	2511467	3072x4096	2026-09-06 16:35:56		a87c7537ff685a19757096cd2535332aa920a24098630e4a94d6070b05c0e848	The treatment wall from the doorway: the green glass shelf, the Tele-Matic panel, the TRi PRO beside it, and the low pipe run under both.
04_plant-room/03_sand-filter-vessel_t1636.jpg	photo	2049708	3072x4096	2026-09-06 16:36:02		72700b16da2e763e7c26e6eb6921ba77e92d4e469424b9abea46e565814e5ace	The red Kripsol vessel close up, its two unions and the white six-way valve to the right, with the overflow pipe crossing high behind.
04_plant-room/04_chlorinator-cell-and-valves_t1636.jpg	photo	2379214	3072x4096	2026-09-06 16:36:07		f63d737abedf157caf4ad5dc300e2d1bf6de7c9946cc7899c17c650371770fd1	The TRi PRO head with the clear salt cell above and right of it, and the valves around the cell. The POD and its probes are on the low pipe at the bottom of the frame.
04_plant-room/05_filter-multiport-and-pump_t1636.jpg	photo	2594935	3072x4096	2026-09-06 16:36:14		c3d6b25c1e481dca2aaccc4f7eabe8b5006c2d4760860bbb23793de95afe65a2	Filter, six-way valve and pump seen from the left, with the white acid can standing behind the pump.
04_plant-room/06_corner-return-pipework_t1636.jpg	photo	1687251	3072x4096	2026-09-06 16:36:21		0c697d4738e13a836caf07b290d2a83093f86bf6e36ee32157e85c0bda46d7d3	The return corner: the low header along the wall, and the small blue-handled valves on the mains top-up line below it.
04_plant-room/07_pump-and-orange-drain_t1636.jpg	photo	1787152	3072x4096	2026-09-06 16:36:26		d26663b7829a5f8a9b74d7f25af74ff5ab4034c61ee491be8262a716ad6885cf	The pump on the floor with the orange 110 waste pipe running out through the wall behind it.
04_plant-room/08_manifold-header_t1636.jpg	photo	1528764	3072x4096	2026-09-06 16:36:30		ccf8e1590d8a4447c8154cdd509e790f36398110ccec9618b6d101f9d632c99d	The return header straight on, the four D drops hanging below it, and the junction box on the otherwise empty wall.
04_plant-room/09_manifold-four-drops_t1636.jpg	photo	2600271	3072x4096	2026-09-06 16:36:35		8c9115039b4e02535ea7060fb01d1502070a883401c6e2de67a1cd6aff7a1583	The four D drops and their red handles, with the orange waste pipe crossing the floor in front of them.
04_plant-room/10_level-column_t1636.jpg	photo	1656174	3072x4096	2026-09-06 16:36:38		dab4ec0538598791fc79b3ea67b7fc473a89056f8e5ba75c5420697ec1003578	The clear level column in the corner with its sensor cap and cable, and the black waste stack beside it.
04_plant-room/11_corner-drops-and-probe_t1636.jpg	photo	2056134	3072x4096	2026-09-06 16:36:42		54393c5d87201df8290848036d46671cb3729d8446d2ca30d17c37cf9f57e9ba	The four drops from the side, the level column behind them, and the white bucket standing on the floor.
04_plant-room/12_filter-and-pump-corner_t1705.jpg	photo	3323564	4080x3072	2026-09-06 17:05:56		247d30e64bc935092b57eecac87e03f314434e6dbfe7973384013e76b808206d	The whole treatment corner in one frame: panel, TRi PRO, filter, pump, and the manifold wall running away to the right.
04_plant-room/13_filter-and-pump-corner_t1706.jpg	photo	2984539	4080x3072	2026-09-06 17:06:01		33240481e42281a48f56141d1aaff18d784d3db6801ac5b2c387e2b68f6b7e1b	The same corner five seconds later and a step further round, which brings more of the manifold wall into the frame.
04_plant-room/14_pipework-wall_t1706.jpg	photo	3565292	4080x3072	2026-09-06 17:06:08		287f73583d5b02836e83f7c5a71842c80e529e2e4ddb84b06d290a6c9c899bb3	The manifold wall: the pool overflow crossing high, the return header below it, the four drops, and the corner beyond.
04_plant-room/15_pipework-wall_t1706.jpg	photo	2953770	4080x3072	2026-09-06 17:06:18		47268cbac15cf60b7d18edc755a5d191a83814528885624c1c407c86938b8ba8	The same wall from further back, reaching the door jamb on the right.
04_plant-room/16_filter-multiport-pump-and-acid_t1706.jpg	photo	2589837	3072x4080	2026-09-06 17:06:37		b5851715246157b3ffe2f5cfa214c6230a68c84c91e45eaf5adba3c29754e381	Filter, six-way valve, pump and the acid can together, with the dosing tube running up out of frame to the TRi PRO.
04_plant-room/17_manifold-and-pipework_t1706.jpg	photo	3538703	3072x4080	2026-09-06 17:06:44		9634b4669d45d2d82bace47291007cef3125c2b6d70acf3f4690ffd6eb4b6893	Looking down the manifold wall: the four drops above, and the pump with its pressure gauge on the floor below.
04_plant-room/18_corner-orange-and-black-pipes_t1706.jpg	photo	4134484	3072x4080	2026-09-06 17:06:54		775ee4f2dd69f62106d3880a60c7ee7fb8528b37f8c80bcecb2e298652596f0f	The far corner: the level column, the black waste stack, and the orange 110 leaving through the wall at floor level.
04_plant-room/19_filter-pipework-and-orange_t1707.jpg	photo	3901892	3072x4080	2026-09-06 17:07:01		bc5e23c4f5d6a5d2f51b703aa54c2809513a46a4a89791ea739043cb30253928	The room from the door corner: filter and pump on the left, acid can in the middle, orange waste crossing the floor.
04_plant-room/20_electrical-panel-full_t1707.jpg	photo	3033908	4080x3072	2026-09-06 17:07:12		26344b89777599534a5730ee0eb709fab2f775a35e7c5450f254143ac9677058	The Tele-Matic panel complete, both rows, every label readable. The reference photograph for everything electrical.
04_plant-room/21_electrical-panel-upper_t1707.jpg	photo	3229234	3072x4080	2026-09-06 17:07:26		9c34fe74632fb924ba5c4fdc9a7747654fb50f24765cf362de69c1ccac4d112d	The upper row close up: the main rotary switch, the Hager gear, the pump selector and the two level controls.
04_plant-room/22_electrical-panel-lower-and-clock_t1707.jpg	photo	2849835	3072x4080	2026-09-06 17:07:31		ac6e344f70aae39438302ea9647136fa131812a9b1939e3797d3879ee8d2266f	The lower row: the 30 mA RCD, and the 24 hour time clock that runs the filtration pump.
04_plant-room/23_manifold-four-drops_t2212.jpg	photo	2985207	3072x4096	2026-09-06 22:12:31		6f650df86217a03fa5520eeca5953be5371649bdf7b808c6c1b3a9a01f573729	The four drops again at 22:12, closer and better lit than 09, with the low pipe running behind them.
04_plant-room/24_corner-pipework-and-gully_t2212.jpg	photo	2138703	3072x4096	2026-09-06 22:12:45		692077fdf6ab388faaeef68de86f111add4216e483861586b3b4606aa1f378b1	The gully corner: the floor grate, the orange waste beside it, and the pipes crossing above.
04_plant-room/25_filter-multiport-and-pump_t2213.jpg	photo	3451452	3072x4096	2026-09-06 22:13:27		b6dbd05589012bffadcf26a377386c48dda6eb41b89af4e5cd889d58106c9b9b	Filter, six-way valve, pump and strainer from above at 22:13, with the acid can to the right.
04_plant-room/26_pump-multiport-and-strainer_t2214.jpg	photo	3376867	3072x4096	2026-09-06 22:14:01		73db32af3648dadd7de27eb947d6697efd477fb4eff450a73a274a543e28f2a6	The pump and its clear strainer lid from above, with the wall vent grille behind.
04_plant-room/27_pump-strainer-lid_t2214.jpg	photo	1603675	3072x4096	2026-09-06 22:14:16		0df72a8ca6387f54ce208b1b1a9a3a27f3cd579e857f1c927b8a07e690302ad5	The clear strainer lid and its two black knobs, the basket visible inside. The sharper of the two frames shot in that second; the other was deleted as 28.
04_plant-room/29_controller-tri-pro-and-probes_t2214.jpg	photo	2686724	3072x4096	2026-09-06 22:14:32		ba81d8b7a5d8f74b47ba99858bf1c4964d3106e52b06de511d86c6b0a090d751	The TRi PRO head with its cables running down to the POD at floor level, the red pH and blue ORP probes seated in the POD lid.
04_plant-room/30_salt-cell-and-bypass-valves_t2214.jpg	photo	3029138	3072x4096	2026-09-06 22:14:39		75f1b8d538fe556b8944ccac05f1f2ebaf6b7cb7ccdaafe2de8d9b2080930504	The salt cell and the three valves around it: B and C either side, A on the bypass below.
04_plant-room/31_mains-topup-blue-valves_t2215.jpg	photo	4049620	3072x4096	2026-09-06 22:15:04		5b386949e29d01b366347ab5957a2077ec2d045ee6543a90ba0497f42cb34ed5	The mains top-up line: tap E, the strainer, solenoid F, and the blue-handled manual bypass loop around it.
04_plant-room/32_level-column-and-safety-discharge_t2215.jpg	photo	4950452	3072x4096	2026-09-06 22:15:45		c830bb1491327b72896fd49598d9cf91cf997976d30b5cf64a6dd70cd69cb8f5	The level column at full height, its red-handled isolating valve at the foot, and the black safety discharge stack beside it.
04_plant-room/33_manifold-wall_t2310.jpg	photo	2053460	3072x4096	2026-09-06 23:10:44		d4d9027dda723ef765f2bca18264d82f97ca098e558055d862f0179cbfe8d8fa	The manifold wall complete at 23:10: overflow, header, four drops, level column and waste stack in one frame.
04_plant-room/34_manifold-wall_annotated_t2310.jpg	photo	1915594	3072x4096	2026-09-06 23:10:44	2026-09-06 23:19:09	cd7500e5509f6c2ae7e48124818f5c2bea0dc48fb9fdf4ab83a9e201c98eabdd	Photograph 33 with the owner's marks: water from pool to compensation room, the sensors, the compensation valve, the pool floor discharge, and the safety discharge to waste.
05_balance-room/01_entrance-hatch-and-ladders_t1842.jpg	photo	1305658	3072x4096	2026-09-07 18:42:28		f5841975698e82758cccaca95bec2e14a9d3003897f717675541f073b438e79f	The service corridor and the hatch high in its end wall, with the two ladders leaning below it. This is the only way in.
05_balance-room/02_tank-from-hatch_t1842.jpg	photo	4155445	3072x4096	2026-09-07 18:42:49		664102fca93e06f462ab8ce1f53477b844af11683c051d225af02c63b986f410	The full 3 m length of the tank from the hatch, coated walls both sides, the penetration wall at the far end.
05_balance-room/03_end-wall-and-inlet_t1842.jpg	photo	1095006	3072x4096	2026-09-07 18:42:56		be9352b5e0a48ab9c3e5ca565b0150791f8b2264aad51d360fbd107d1fedcd84	The end wall and its penetrations, with the orange overflow pipe entering high, bending down, and ending open on the floor.
05_balance-room/04_end-wall-and-inlet_annotated_t1842.jpg	photo	1063114	3072x4096	2026-09-07 18:42:56		f71dba6287679dbdd29bd5998a1d71a2625b6214879e28f08c4e6f0a4f4891b7	Photograph 03 with the owner's four coloured marks. ANNOTATION-KEY.txt in this folder says what each colour means.
05_balance-room/05_end-wall-penetrations_t1842.jpg	photo	1160100	3072x4096	2026-09-07 18:42:59		9506e95c439026b0a445a0c4e3f7575b4b22c208260aca7674369104fb0d70e9	The same wall a step closer: the two low sockets in their rendered patch, and the high safety overflow to the left.
05_balance-room/06_low-level-sockets_t1843.jpg	photo	1178062	3072x4096	2026-09-07 18:43:09		6e01d62560b447764f82bf311d880971daf51f119cf6b07584cb7c41b1c7dd51	The two low sockets at 0.35 m above the tank floor, side by side: the pump's entire supply, and the level take-off.
06_drawings/01_plant-room-dimensions_t1946.jpg	photo	316429	3072x4096	2026-09-07 19:41:40	2026-09-07 19:46:58	acfe354a793d3939f6e52eaf2368b738f7ea1bfb7c822893257ef3bb7b15111b	The owner's dimensioned sketch of the plant room, red outline and green figures. Closes to within 2 cm, and is the source of every plant room dimension.
06_drawings/02_rooms-plan-to-scale_t2012.png	image	122709	5011x7087		2026-09-07 20:12:24	597218bb3add532971a54b4660f1c61bb171bf76842eeb98d7319225621e2c18	Both rooms in plan, unlabelled. The version the 296 pixels per metre scale was verified against.
06_drawings/03_rooms-plan-to-scale_labelled_t2013.png	image	277243	5011x7087		2026-09-07 20:13:00	49817d7d6f31bbb4a747e284c86ce32cb96579a6d1af863a6e7f3f4ba709b90c	The same plan with TECHNICAL ROOM and BALANCE ROOM lettered on.
06_drawings/04_rooms-and-corridor-plan_labelled_t2019.png	image	385514	4724x10630		2026-09-07 20:19:08	2435ff9864a1a8c7af6cbe6963911801893644348cb7a36baf7d250cc4c0aa4f	The current revision, with the service corridor added. Supersedes 02 and 03. The corridor is topology only and must never be scaled.
07_video/01_pan-360-sweep_t1704.mp4	video	53515172	1920x1080	2026-09-06 17:04:28		c782f56cc4738dd83383ef028451b081a82c8eb84ab572f004ec3a6402aa92b7	31 s, 1080p. A slow sweep of the whole room from the doorway. The order it passes things in is the order the survey diagram's wall strip follows.
07_video/02_pan-360-sweep_t1705.mp4	video	57461191	1920x1080	2026-09-06 17:05:04		4e9b6a94e0a79120e2e6d2c7e0ebfff4570279fdb96d7070900497c1414d9ac6	30 s, 1080p. The same sweep repeated a minute later.
07_video/03_pan-floor-and-low-pipework_t2216.mp4	video	60142902	1920x1080	2026-09-06 22:16:50		9b19e1062adae0f06a6a88192bcd7592360eaca0c154f666e0394c2a6bc6ab35	35 s, 1080p. Floor level: the low pipe runs, the gully and the orange waste, which the standing shots cut off.
08_panoramas/05_wall-control-and-filter_rectilinear_3000x2250.jpg	photo	1399020	3000x2250			1a386fc433505b2e03cb9241f09f725eaa548f76ca4cfba324f439c1657e12f6	The treatment wall, straightened: shelf, panel, TRi PRO, filter and six-way valve. Reprojected at azimuth 125, elevation -22, 80 degree field.
08_panoramas/06_wall-pipework-and-gully_rectilinear_3000x2250.jpg	photo	1352350	3000x2250			a6f5243b6fb9a8e65e2729f7e46503f5e91543a90f7237a6ac079971f68b81cb	The pipework wall and the gully, straightened. Azimuth 190, elevation -25, 75 degree field.
08_panoramas/07_wall-manifold-four-drops_rectilinear_3000x2250.jpg	photo	1337160	3000x2250			47148e926089495d4a9a734f99dfe10c674947720bef452715226787ed9c3d07	The manifold wall, straightened and counted: four drops, four red handles, four pipes into the floor, gully to the left. Azimuth 228, elevation -42, 72 degree field. This is the standing test for any wide image of that wall.
08_panoramas/08_corner-level-column_rectilinear_3000x2250.jpg	photo	1056712	3000x2250			6230b873e399737cb9c2c299245c2de391b298b101e7a3614aacfafe5f8993a6	The corner holding the level column, straightened. Azimuth 259, elevation -30, 50 degree field; 2.8 percent of the frame falls outside the sphere and renders black.
09_manuals/01_kripsol-sand-filter_manual_es-en.pdf	document	977957				977022b740c500951de4b4dcf54dbc0d0b0f4d630ecc171e134684aa0e91d7ee	Kripsol sand filters Q400 to Q900, 20 pp, Spanish and English. The source of 0.5 to 0.7 bar as the normal reading and 1.0 as the backwash trigger.
09_manuals/02_zodiac-tri-chlorinator_manual_en.pdf	document	1085037				509dffa4daee8f3147e3bef15b7581321526e4ba47f62dd50d66c3aca4653e5e	Zodiac TRi salt chlorinator, 18 pp, English. Salt above 4000 ppm, and the No Flow, Check Salt, Output Fault and Cleaning messages.
09_manuals/03_zodiac-tri-pro-module_manual_es.pdf	document	1503060				c64824448f77315efaf54e4a9dd95e3a65b06a8cf28695d2d5a3d88e42d62418	Zodiac TRi PRO module, 20 pp, Spanish. pH and ACL regulation, the peristaltic pump, and the POD placement rules that settle where the acid injects.
09_manuals/04_zodiac-tri-ph-module_manual_fr.pdf	document	1144304				e406792f82907b398519385b82f579a74d2161c4208f3f5f13068cef2614de9c	Zodiac TRi pH module, 14 pp, French. The pH-only half of the same hardware, kept as a second reading of it.
09_manuals/05_dab-europro_technical-sheet_en.pdf	document	1623716				0a77edb8d5e587ffa0a4869f90ee97d438718e897778f4e09966ddca5f3fadc8	DAB EuroPro technical sheet, 8 pp, English. Pump curves and specifications. The full instruction manual is not published as a PDF.
09_manuals/06_maytronics-dolphin-x70_manual_it.pdf	document	7890360				14d66be9629f956b2e6f18ad6e5d1629afdbe8969cb3d19ba8646fee452f7231	Maytronics Dolphin X70 user manual, 17 pp, Italian. Badged CLASSIC 8+ / TOP 8 and never named X70; it is the right document.
09_manuals/07_maytronics-dolphin-x70_manual_en.pdf	document	7820409				baf7ba41782cd53898df36a18b440d5827c60b8ac3d62d2cfffc0e2b033f04f5	The same manual, 17 pp, English. The source of the robot's hard 5.0 g/L salt ceiling and 4 mg/L chlorine limit, both of which bind this pool.
09_manuals/08_maytronics-dolphin-x70_safety-instructions_en.pdf	document	776162				2aeb8131f34d68df520369b86ccc9d16d7b9233709a17f9daf5ba8ee77eaa329	Maytronics X70 safety instructions, 16 pp, English. Power supply siting, and the water conditions the robot may be used in.
09_manuals/09_maytronics-dolphin-x70_caddy-assembly_en.pdf	document	4333996				dd4db2f1610246c4357d6cbc511069b38720e0eec88923bfdda1518ec67a6328	Maytronics X70 caddy assembly, 2 pp, English.
10_products/01_ph-plus-lapi-sodium-carbonate_t1846.jpg	photo	1804634	3072x4096	2026-09-07 18:46:04		7707699747eb77811850df4f0a94c79b65d79c681e643fb6bd6acd825809bde9	Item 1 on the shelf: CORRETTORE PH PIU' GRANULARE, Lapi, 25 kg. Sodium carbonate, and the correct neutraliser for an acid spill.
10_products/02_ph-plus-lapi-sodium-carbonate_label_t1846.jpg	photo	2266548	3072x4096	2026-09-07 18:46:13		7daa98f8780cdb626c108a980262062b43055bf118d53838c292035943a7e30b	Its label: sodium carbonate CAS 497-19-8, lot 13823, 400 to 600 g per 100 m3 per 0.1 pH, H319.
10_products/03_ph-plus-nortembio_t1846.jpg	photo	3592990	3072x4096	2026-09-07 18:46:32		2473c590dd53dc7315c6d046a9dba23259bac01ae33711881ab78f468511016e	Item 2: NortemBio POOL pH+ INCREASER, 6.5 kg. A second and different pH raiser, about four times the Lapi rate for the same job.
10_products/04_ph-minus-lapi-sodium-bisulfate_t1847.jpg	photo	1898063	3072x4096	2026-09-07 18:47:16		aac5002f03807705a789fed10446553780f466d88944867b906a0adede8403ad	Item 4: CORRETTORE PH MENO GRANULARE, Lapi, 8 kg. Sodium bisulfate, the hand-dosed pH minus.
10_products/05_ph-minus-lapi-sodium-bisulfate_label_t1847.jpg	photo	2221333	3072x4096	2026-09-07 18:47:21		4c27a9419490221b737d8b4a524b09a48a8b2e8ebe1183f9dfafaa74ae6f9047	Its label: sodium hydrogen sulfate CAS 7681-38-1, lot 6G16, PERICOLO, H318. It leaves about 2.15 times the sulphate of the acid drum for the same pH movement.
10_products/06_chlorine-granular-acquaverde_t1846.jpg	photo	1360392	3072x4096	2026-09-07 18:46:53		c91d83671e9c6ff36db2ab9d0cf225a8e64abe4e17480ec812ba91039cc79b8b	Item 3: CLORO GRANULARE 56% RAPIDO, Acquaverde, 5 kg. The only manual chlorine here, and the one that must never share a room with the acid drum.
10_products/07_chlorine-granular-acquaverde_label_t1846.jpg	photo	2898589	3072x4096	2026-09-07 18:46:58		8c0bbb990eb6974825d0217f8972e22f4c706c54db56d26edba8579e0866d992	Its label: sodium dichloroisocyanurate CAS 51580-86-0, UN 3077, and EUH031, contact with acids liberates a toxic gas.
10_products/08_algaecide-axton_t1848.jpg	photo	1657413	3072x4096	2026-09-07 18:48:56		a677dfa09de584d6f33e974a45b4a167f3bb076b74ee57992b8dcec062be7561	Item 7: ANTIALGHE CONCENTRATO, Axton, 5 L. Quaternary ammonium at 4 percent, preventive and curative.
10_products/09_algaecide-axton_label_t1849.jpg	photo	2280819	3072x4096	2026-09-07 18:49:09		f7692d3d0805b70de7e73cc40bea776547d88b74c72672925f2922cdbe31401e	Its dosing panel: 2 L per 100 m3 initial, 0.5 L per 100 m3 weekly, produced 16/06/2026.
10_products/10_algaecide-axton_label-hazard_t1849.jpg	photo	2524894	3072x4096	2026-09-07 18:49:17		e58bc140f40801b92a37fdee91c9a324cd97e43c7b78d823439c5f0dcbb71745	Its hazard panel: PERICOLO, H315, H318 serious eye damage, H410, and the two Italian poison centre numbers.
10_products/11_flocculant-klep_t1849.jpg	photo	2025882	3072x4096	2026-09-07 18:49:25		fe9e6c8c0c9ec8215a9546b5b0cfe745f6f0bc1f1e301237a80cb598acb354b6	Item 8: FLOCCULANTE, Klep Piscina, 5 kg. Polyaluminium chloride, and the right tool for this pool's one filtration weakness.
10_products/12_flocculant-klep_label_t1849.jpg	photo	3099863	3072x4096	2026-09-07 18:49:41		2232b5eb98a1ad0a24d71208b3cc339fd63b4a0a88f88d81f41b060775556f40	Its label: curative 15 g per m3 then backwash every 4 to 5 hours, preventive 10 g per 10 m3 after every backwash, H319.
10_products/13_chlorination-booster-recupero_t1848.jpg	photo	1229440	3072x4096	2026-09-07 18:48:33		07f357f3196157bdf13026f5556c6a73478cc76d025bd4e559e832d5035f0949	Item 6: RECUPERO, Controlchemi, 5 L and about a third full. Sodium bromide. A part-used bottle is evidence of chlorine lock at least once.
10_products/14_chlorination-booster-recupero_label_t1848.jpg	photo	3380169	3072x4096	2026-09-07 18:48:41		6eb3dad1d313c70fb08078c0be98cfbb9e957af709dfd13326789b496ca52a95	Its label: cod. 030323, the shock and maintenance rates, and the target pH of 7.5 to 7.7, which is above the 7.2 the TRi PRO holds.
10_products/15_winteriser-svernante_t1848.jpg	photo	2389069	3072x4096	2026-09-07 18:48:07		c27a94d96eaa00f037946cbca3ac4e8a47720838d6ebf9c0151cb70a314ca513	Item 5: SVERNANTE CONCENTRATO, Controlchemi, 5 kg. A phosphonate scale inhibitor, and the most hazardous container on the shelf.
10_products/16_winteriser-svernante_label_t1848.jpg	photo	3529292	3072x4096	2026-09-07 18:48:20		f1500c78cedf2a0a5062600c756e756cffc648bd35907182a5bae4d256cdbd87	Its label: cod. 030321, UN 3265, professional use, 50 g per m3 at shutdown, PERICOLO for both skin and eyes.
10_products/17_salt-poseidon-en16401_t1850.jpg	photo	2967262	3072x4096	2026-09-07 18:50:08		b970d71096eeedad34de9b6c087d56ce4085eaf82ba22a02386e4d7cd711db58	Item 9: SALE PER PISCINE, Atisale POSEIDON, 25 kg. EN 16401 Quality A, no additives, sold specifically for electrolysis pools.
10_products/18_salt-italkali-pastiglie_datasheet_it.pdf	document	1940270				58039540db759329f392f523960921de7e1a5b50f638a0b5a183a9b6f1e07221	Item 10's datasheet: Italkali salgemma tablets, codice 546E, scheda 097. NaCl 99.4 percent minimum, tested to UNI EN 973 Grade A, with no line for iron or bromide because that standard does not ask for either.
10_products/19_salt-italkali-pastiglie_listing.webp	image	107886	2362x2362			85c44c9dd095d6d20350617a62f4f1c9c8fbb5a5ab57fadf5d4a3efce21e00c1	Item 10's bag, from the retailer's product listing rather than the shelf: studio background, no EXIF, downloaded not shot. Front panel only, showing the UNI EN 973 Grade A seal and SPECIFICO PER ADDOLCITORI.
